"ID";"BIO1_Mean_Temp";"BIO10_Temp_Warmest_Quarter";"BIO11_Temp_Coldest_Quarter";"BIO12_Annual_Precipitation";"BIO13_Precip_ Wettest_Month";"BIO14_Precip_Driest_Month";"BIO15_Precip_Seasonality";"BIO16_Precip_Wettest Quarter";"BIO17_Precipitation of Driest Quarter";"BIO18_Precipitation of Warmest Quarter";"BIO19_Precipitation of Coldest Quarter";"BIO2_Mean_Diurnal_Range";"BIO3_Isothermality";"BIO4_Temp_Seasonality";"BIO5_Max_Temp_Warmest_Month";"BIO6_Min_Temp_Coldest_Month";"BIO7_Temp_Range";"BIO8_Temp_Wettest_Quarter";"BIO9_Temp_Driest_Quarter"
"st.073";89;15.2905651764851;22.2683907651353;8.84763728065052;1048.25287356322;155.206896551724;28.7432950191571;48.0882325300312;415.689655172414;101.758620689655;106.463601532567;363.306513409962;9.45775863493996;38.9586216791379;558.036435415918;28.483908086901;4.2245210742585;24.2593870053346;10.920178808015;22.2664111711056
"st.074";90;15.2905651764851;22.2683907651353;8.84763728065052;1048.25287356322;155.206896551724;28.7432950191571;48.0882325300312;415.689655172414;101.758620689655;106.463601532567;363.306513409962;9.45775863493996;38.9586216791379;558.036435415918;28.483908086901;4.2245210742585;24.2593870053346;10.920178808015;22.2664111711056
"st.075";91;15.2905651764851;22.2683907651353;8.84763728065052;1048.25287356322;155.206896551724;28.7432950191571;48.0882325300312;415.689655172414;101.758620689655;106.463601532567;363.306513409962;9.45775863493996;38.9586216791379;558.036435415918;28.483908086901;4.2245210742585;24.2593870053346;10.920178808015;22.2664111711056
"st.079";92;13.6160438985587;21.4812574692044;6.53564648102187;932.91103202847;138.124555160142;30.3274021352313;42.0048192658883;364.462633451957;112.049822064057;117.747330960854;276.124555160142;8.32449586875074;32.960083211444;621.692750326679;27.7683274279286;2.56975089050697;25.1985765301036;10.9301304766292;21.1313760560602
"st.080";93;13.6160438985587;21.4812574692044;6.53564648102187;932.91103202847;138.124555160142;30.3274021352313;42.0048192658883;364.462633451957;112.049822064057;117.747330960854;276.124555160142;8.32449586875074;32.960083211444;621.692750326679;27.7683274279286;2.56975089050697;25.1985765301036;10.9301304766292;21.1313760560602
"st.081";94;13.6160438985587;21.4812574692044;6.53564648102187;932.91103202847;138.124555160142;30.3274021352313;42.0048192658883;364.462633451957;112.049822064057;117.747330960854;276.124555160142;8.32449586875074;32.960083211444;621.692750326679;27.7683274279286;2.56975089050697;25.1985765301036;10.9301304766292;21.1313760560602
"st.082";95;15.6099420680042;23.3641571133293;8.61415703416331;933.579150579151;142.100386100386;20.4555984555985;50.1497682254747;384.177606177606;85.2355212355212;85.3667953667954;310.277992277992;9.11177603342358;35.444955545963;613.462033776243;30.0015445326286;4.31853282957924;25.6830116920029;12.7573359095452;22.9264478720293
"st.083";96;15.6099420680042;23.3641571133293;8.61415703416331;933.579150579151;142.100386100386;20.4555984555985;50.1497682254747;384.177606177606;85.2355212355212;85.3667953667954;310.277992277992;9.11177603342358;35.444955545963;613.462033776243;30.0015445326286;4.31853282957924;25.6830116920029;12.7573359095452;22.9264478720293
"st.084";97;15.6099420680042;23.3641571133293;8.61415703416331;933.579150579151;142.100386100386;20.4555984555985;50.1497682254747;384.177606177606;85.2355212355212;85.3667953667954;310.277992277992;9.11177603342358;35.444955545963;613.462033776243;30.0015445326286;4.31853282957924;25.6830116920029;12.7573359095452;22.9264478720293
"st.085";98;14.6575405829776;22.4667404563026;7.62743360384376;953.575221238938;146.035398230089;25.9601769911504;46.4423437709302;386.101769911504;101.738938053097;108.83185840708;297.553097345133;8.86257376713035;34.5859556535704;617.483028715691;29.0252212591931;3.41592919747386;25.6092920725325;11.7862094651281;22.1051622238834
"st.086";99;14.6575405829776;22.4667404563026;7.62743360384376;953.575221238938;146.035398230089;25.9601769911504;46.4423437709302;386.101769911504;101.738938053097;108.83185840708;297.553097345133;8.86257376713035;34.5859556535704;617.483028715691;29.0252212591931;3.41592919747386;25.6092920725325;11.7862094651281;22.1051622238834
"st.087";100;14.6575405829776;22.4667404563026;7.62743360384376;953.575221238938;146.035398230089;25.9601769911504;46.4423437709302;386.101769911504;101.738938053097;108.83185840708;297.553097345133;8.86257376713035;34.5859556535704;617.483028715691;29.0252212591931;3.41592919747386;25.6092920725325;11.7862094651281;22.1051622238834
"st.088";101;16.1484981692115;23.813113737476;9.23288116159365;905.383720930233;137.608527131783;16.8953488372093;50.9839368125265;372.383720930233;78.1046511627907;93.2286821705426;304.794573643411;9.35836562075356;36.1683452961057;606.518306052038;30.5519379386606;4.68333336364391;25.8686046748198;13.3520025874293;23.8041990782863
"st.089";102;16.1484981692115;23.813113737476;9.23288116159365;905.383720930233;137.608527131783;16.8953488372093;50.9839368125265;372.383720930233;78.1046511627907;93.2286821705426;304.794573643411;9.35836562075356;36.1683452961057;606.518306052038;30.5519379386606;4.68333336364391;25.8686046748198;13.3520025874293;23.8041990782863
"st.090";103;16.1484981692115;23.813113737476;9.23288116159365;905.383720930233;137.608527131783;16.8953488372093;50.9839368125265;372.383720930233;78.1046511627907;93.2286821705426;304.794573643411;9.35836562075356;36.1683452961057;606.518306052038;30.5519379386606;4.68333336364391;25.8686046748198;13.3520025874293;23.8041990782863
"st.091";104;15.0936028434441;22.8543370895669;8.30780671343041;414.992565055762;55.271375464684;6.24163568773234;44.8940365022;154.208178438662;37.8252788104089;60.2527881040892;139.226765799256;8.32190212263937;33.9415462734974;607.170310775587;29.0330854437165;4.52862453637956;24.5044608772023;11.5646220636191;22.788166024871
"st.092";105;15.0936028434441;22.8543370895669;8.30780671343041;414.992565055762;55.271375464684;6.24163568773234;44.8940365022;154.208178438662;37.8252788104089;60.2527881040892;139.226765799256;8.32190212263937;33.9415462734974;607.170310775587;29.0330854437165;4.52862453637956;24.5044608772023;11.5646220636191;22.788166024871
"st.093";106;15.0936028434441;22.8543370895669;8.30780671343041;414.992565055762;55.271375464684;6.24163568773234;44.8940365022;154.208178438662;37.8252788104089;60.2527881040892;139.226765799256;8.32190212263937;33.9415462734974;607.170310775587;29.0330854437165;4.52862453637956;24.5044608772023;11.5646220636191;22.788166024871
"st.094";107;15.053891933008;22.7132478371645;8.2485347929455;535.369963369963;72.8937728937729;10.032967032967;41.8220609867529;197.619047619048;57.2124542124542;93.0989010989011;161.069597069597;8.7668192971757;35.3059010348477;602.268152705042;28.9611721108685;4.15750913829594;24.8036629323994;13.2252747776744;22.6599510807694
"st.095";108;15.053891933008;22.7132478371645;8.2485347929455;535.369963369963;72.8937728937729;10.032967032967;41.8220609867529;197.619047619048;57.2124542124542;93.0989010989011;161.069597069597;8.7668192971757;35.3059010348477;602.268152705042;28.9611721108685;4.15750913829594;24.8036629323994;13.2252747776744;22.6599510807694
"st.096";109;15.053891933008;22.7132478371645;8.2485347929455;535.369963369963;72.8937728937729;10.032967032967;41.8220609867529;197.619047619048;57.2124542124542;93.0989010989011;161.069597069597;8.7668192971757;35.3059010348477;602.268152705042;28.9611721108685;4.15750913829594;24.8036629323994;13.2252747776744;22.6599510807694
"st.097";110;14.866734415535;22.5644986299964;7.99864495478994;618.426829268293;88.1910569105691;15.6747967479675;41.1846725184743;240.914634146341;75.239837398374;126.060975609756;164.056910569106;9.85670730156627;37.7231550914485;605.561344549908;29.496747986088;3.39105690591704;26.1056909793761;16.0636855877512;22.501626092244
"st.098";111;14.866734415535;22.5644986299964;7.99864495478994;618.426829268293;88.1910569105691;15.6747967479675;41.1846725184743;240.914634146341;75.239837398374;126.060975609756;164.056910569106;9.85670730156627;37.7231550914485;605.561344549908;29.496747986088;3.39105690591704;26.1056909793761;16.0636855877512;22.501626092244
"st.099";112;14.866734415535;22.5644986299964;7.99864495478994;618.426829268293;88.1910569105691;15.6747967479675;41.1846725184743;240.914634146341;75.239837398374;126.060975609756;164.056910569106;9.85670730156627;37.7231550914485;605.561344549908;29.496747986088;3.39105690591704;26.1056909793761;16.0636855877512;22.501626092244
"st.100";113;14.7579619052798;22.3180232972138;7.98578810322192;608.72480620155;84.1395348837209;16.1472868217054;39.2031466609748;231.848837209302;76.9883720930233;116.461240310078;161.515503875969;8.5739340930022;34.893455468407;596.019443009251;28.5414729377096;4.03100773068361;24.5104652301286;15.9082687289216;22.2783591100412
"st.101";114;14.7579619052798;22.3180232972138;7.98578810322192;608.72480620155;84.1395348837209;16.1472868217054;39.2031466609748;231.848837209302;76.9883720930233;116.461240310078;161.515503875969;8.5739340930022;34.893455468407;596.019443009251;28.5414729377096;4.03100773068361;24.5104652301286;15.9082687289216;22.2783591100412
"st.102";115;14.7579619052798;22.3180232972138;7.98578810322192;608.72480620155;84.1395348837209;16.1472868217054;39.2031466609748;231.848837209302;76.9883720930233;116.461240310078;161.515503875969;8.5739340930022;34.893455468407;596.019443009251;28.5414729377096;4.03100773068361;24.5104652301286;15.9082687289216;22.2783591100412
"st.103";116;14.7734580152617;22.2931102842796;8.03904197722908;605.350393700787;83.5787401574803;15.9724409448819;39.1945711120846;230.338582677165;76.5;115.799212598425;160.822834645669;8.39015746679832;34.5568843375979;592.828036571112;28.3964567484818;4.16653541129405;24.2299213334331;15.9265747858783;22.250590482096
"st.104";117;14.7734580152617;22.2931102842796;8.03904197722908;605.350393700787;83.5787401574803;15.9724409448819;39.1945711120846;230.338582677165;76.5;115.799212598425;160.822834645669;8.39015746679832;34.5568843375979;592.828036571112;28.3964567484818;4.16653541129405;24.2299213334331;15.9265747858783;22.250590482096
"st.105";118;14.7734580152617;22.2931102842796;8.03904197722908;605.350393700787;83.5787401574803;15.9724409448819;39.1945711120846;230.338582677165;76.5;115.799212598425;160.822834645669;8.39015746679832;34.5568843375979;592.828036571112;28.3964567484818;4.16653541129405;24.2299213334331;15.9265747858783;22.250590482096
"st.106";119;14.7257619813259;22.2334630201763;7.99137484145999;602.56420233463;82.0817120622568;16.2684824902724;38.3205131649507;227.066147859922;77.568093385214;108.073929961089;159.599221789883;8.18083656622742;34.0098802811441;592.001967136962;28.2451362016136;4.22645912652813;24.0186770398329;15.869260713748;22.1960439941763
"st.107";120;14.7257619813259;22.2334630201763;7.99137484145999;602.56420233463;82.0817120622568;16.2684824902724;38.3205131649507;227.066147859922;77.568093385214;108.073929961089;159.599221789883;8.18083656622742;34.0098802811441;592.001967136962;28.2451362016136;4.22645912652813;24.0186770398329;15.869260713748;22.1960439941763
"st.108";121;14.7257619813259;22.2334630201763;7.99137484145999;602.56420233463;82.0817120622568;16.2684824902724;38.3205131649507;227.066147859922;77.568093385214;108.073929961089;159.599221789883;8.18083656622742;34.0098802811441;592.001967136962;28.2451362016136;4.22645912652813;24.0186770398329;15.869260713748;22.1960439941763
"st.109";122;14.7756865566427;22.2145833210512;8.12689394029704;597.397727272727;81.9715909090909;15.6420454545455;38.9636234586889;226.147727272727;75.5568181818182;115.352272727273;159.335227272727;7.98792611197992;33.7913502671502;585.977266485041;28.0579545497894;4.43124997615814;23.6267045411197;15.960037892515;22.1596589521928
"st.110";123;14.7756865566427;22.2145833210512;8.12689394029704;597.397727272727;81.9715909090909;15.6420454545455;38.9636234586889;226.147727272727;75.5568181818182;115.352272727273;159.335227272727;7.98792611197992;33.7913502671502;585.977266485041;28.0579545497894;4.43124997615814;23.6267045411197;15.960037892515;22.1596589521928
"st.111";124;14.7756865566427;22.2145833210512;8.12689394029704;597.397727272727;81.9715909090909;15.6420454545455;38.9636234586889;226.147727272727;75.5568181818182;115.352272727273;159.335227272727;7.98792611197992;33.7913502671502;585.977266485041;28.0579545497894;4.43124997615814;23.6267045411197;15.960037892515;22.1596589521928
"st.112";125;15.4785288985895;22.9295917919704;8.74166666974827;591.239795918367;83.7551020408163;14.0102040816327;40.5791703243645;228.790816326531;75.6530612244898;106.918367346939;152.117346938776;8.01955784340294;33.5630202585337;588.014638472577;28.7668367891896;4.92040816131903;23.8464287057215;16.6814626187694;22.8856292841386
"st.113";126;15.4785288985895;22.9295917919704;8.74166666974827;591.239795918367;83.7551020408163;14.0102040816327;40.5791703243645;228.790816326531;75.6530612244898;106.918367346939;152.117346938776;8.01955784340294;33.5630202585337;588.014638472577;28.7668367891896;4.92040816131903;23.8464287057215;16.6814626187694;22.8856292841386
"st.114";127;15.4785288985895;22.9295917919704;8.74166666974827;591.239795918367;83.7551020408163;14.0102040816327;40.5791703243645;228.790816326531;75.6530612244898;106.918367346939;152.117346938776;8.01955784340294;33.5630202585337;588.014638472577;28.7668367891896;4.92040816131903;23.8464287057215;16.6814626187694;22.8856292841386
"st.115";128;14.9309848542647;22.5327272727273;7.99606058814309;672.632727272727;98.1163636363636;17.5345454545455;40.1528888771751;262.781818181818;93.7345454545455;110.967272727273;159.490909090909;9.12221213600852;36.0030402859774;601.740053710937;29.1090908536044;3.77563636259599;25.3334545482289;16.0290909264304;22.5174544455788
"st.116";129;14.9309848542647;22.5327272727273;7.99606058814309;672.632727272727;98.1163636363636;17.5345454545455;40.1528888771751;262.781818181818;93.7345454545455;110.967272727273;159.490909090909;9.12221213600852;36.0030402859774;601.740053710937;29.1090908536044;3.77563636259599;25.3334545482289;16.0290909264304;22.5174544455788
"st.117";130;14.9309848542647;22.5327272727273;7.99606058814309;672.632727272727;98.1163636363636;17.5345454545455;40.1528888771751;262.781818181818;93.7345454545455;110.967272727273;159.490909090909;9.12221213600852;36.0030402859774;601.740053710937;29.1090908536044;3.77563636259599;25.3334545482289;16.0290909264304;22.5174544455788
"st.118";131;14.3886009464419;22.0196477145683;7.31707315522481;810.40243902439;129.121951219512;17.8292682926829;44.9339997981622;328.150406504065;106.743902439024;106.914634146341;185.943089430894;9.77130756533243;37.4579347439898;607.020239605167;28.7914634720097;2.7134146360847;26.0780488301099;15.4084010511879;22.0196477145683
"st.119";132;14.3886009464419;22.0196477145683;7.31707315522481;810.40243902439;129.121951219512;17.8292682926829;44.9339997981622;328.150406504065;106.743902439024;106.914634146341;185.943089430894;9.77130756533243;37.4579347439898;607.020239605167;28.7914634720097;2.7134146360847;26.0780488301099;15.4084010511879;22.0196477145683
"st.120";133;14.3886009464419;22.0196477145683;7.31707315522481;810.40243902439;129.121951219512;17.8292682926829;44.9339997981622;328.150406504065;106.743902439024;106.914634146341;185.943089430894;9.77130756533243;37.4579347439898;607.020239605167;28.7914634720097;2.7134146360847;26.0780488301099;15.4084010511879;22.0196477145683
"st.121";134;13.5283163070679;21.5752380760349;6.01204082722567;1121.20816326531;146.061224489796;28.1265306122449;37.4388180168308;401.069387755102;142.351020408163;142.604081632653;331.697959183673;9.77003397260393;36.1504699239925;639.433968680246;28.6697958265032;1.64816325255194;27.0216325331707;10.0574149404253;21.5740135815679
"st.122";135;13.5283163070679;21.5752380760349;6.01204082722567;1121.20816326531;146.061224489796;28.1265306122449;37.4388180168308;401.069387755102;142.351020408163;142.604081632653;331.697959183673;9.77003397260393;36.1504699239925;639.433968680246;28.6697958265032;1.64816325255194;27.0216325331707;10.0574149404253;21.5740135815679
"st.123";136;13.5283163070679;21.5752380760349;6.01204082722567;1121.20816326531;146.061224489796;28.1265306122449;37.4388180168308;401.069387755102;142.351020408163;142.604081632653;331.697959183673;9.77003397260393;36.1504699239925;639.433968680246;28.6697958265032;1.64816325255194;27.0216325331707;10.0574149404253;21.5740135815679
"st.124";137;14.4291247489468;22.0586129066928;7.45436240202628;882.748322147651;138.51677852349;22.9697986577181;38.1168460205897;318.939597315436;123.489932885906;144.020134228188;212.046979865772;6.42715324811487;28.3241121816955;602.973008533452;26.8104026525613;4.12046979337731;22.6899328167807;15.2646532410743;22.0365770839205
"st.125";138;14.4291247489468;22.0586129066928;7.45436240202628;882.748322147651;138.51677852349;22.9697986577181;38.1168460205897;318.939597315436;123.489932885906;144.020134228188;212.046979865772;6.42715324811487;28.3241121816955;602.973008533452;26.8104026525613;4.12046979337731;22.6899328167807;15.2646532410743;22.0365770839205
"st.127";139;15.0386182455456;22.3252450718599;8.60563726284925;752.033088235294;113.158088235294;16.5367647058824;40.5747160210329;278.676470588235;89.9816176470588;125.220588235294;190.632352941176;6.08330270297387;28.309061274809;568.600466784309;26.9227940685609;5.43529411799767;21.4875000434763;16.0202818828471;22.2147059089997
"st.128";140;15.0386182455456;22.3252450718599;8.60563726284925;752.033088235294;113.158088235294;16.5367647058824;40.5747160210329;278.676470588235;89.9816176470588;125.220588235294;190.632352941176;6.08330270297387;28.309061274809;568.600466784309;26.9227940685609;5.43529411799767;21.4875000434763;16.0202818828471;22.2147059089997
"st.129";141;15.0386182455456;22.3252450718599;8.60563726284925;752.033088235294;113.158088235294;16.5367647058824;40.5747160210329;278.676470588235;89.9816176470588;125.220588235294;190.632352941176;6.08330270297387;28.309061274809;568.600466784309;26.9227940685609;5.43529411799767;21.4875000434763;16.0202818828471;22.2147059089997
"st.130";142;14.2855671929769;21.6020912344465;7.8110899979624;801.254752851711;118.813688212928;18.5551330798479;41.6338691276289;306.665399239544;96.532319391635;111.733840304183;211.25855513308;6.21048794590475;28.6124808452882;573.393546564951;26.0893535396445;4.38517109772098;21.7041824471361;12.0705323019862;21.5833333019068
"st.131";143;14.2855671929769;21.6020912344465;7.8110899979624;801.254752851711;118.813688212928;18.5551330798479;41.6338691276289;306.665399239544;96.532319391635;111.733840304183;211.25855513308;6.21048794590475;28.6124808452882;573.393546564951;26.0893535396445;4.38517109772098;21.7041824471361;12.0705323019862;21.5833333019068
"st.132";144;14.2855671929769;21.6020912344465;7.8110899979624;801.254752851711;118.813688212928;18.5551330798479;41.6338691276289;306.665399239544;96.532319391635;111.733840304183;211.25855513308;6.21048794590475;28.6124808452882;573.393546564951;26.0893535396445;4.38517109772098;21.7041824471361;12.0705323019862;21.5833333019068
"st.133";145;14.7512341244829;21.7094818797629;8.76217007706941;812.868035190616;110.202346041056;12.1026392961877;41.1097089929665;300.281524926686;95.5219941348974;119.595307917889;254.838709677419;8.01654448047761;35.3276250285487;538.166499879004;27.3170087652123;4.63519062324703;22.6818182321588;12.2171065674499;21.6001465984803
"st.134";146;14.7512341244829;21.7094818797629;8.76217007706941;812.868035190616;110.202346041056;12.1026392961877;41.1097089929665;300.281524926686;95.5219941348974;119.595307917889;254.838709677419;8.01654448047761;35.3276250285487;538.166499879004;27.3170087652123;4.63519062324703;22.6818182321588;12.2171065674499;21.6001465984803
"st.135";147;14.7512341244829;21.7094818797629;8.76217007706941;812.868035190616;110.202346041056;12.1026392961877;41.1097089929665;300.281524926686;95.5219941348974;119.595307917889;254.838709677419;8.01654448047761;35.3276250285487;538.166499879004;27.3170087652123;4.63519062324703;22.6818182321588;12.2171065674499;21.6001465984803
"st.136";148;14.7369273285165;21.642496000534;8.78593996689783;804.71327014218;110.367298578199;11.5592417061611;41.5874697789197;298.405213270142;92.8080568720379;116.845971563981;252.758293838863;8.00312005174104;35.4553155763454;534.321121360453;27.2263033446542;4.66303317072267;22.563270207265;12.2447867416093;21.5308056736444
"st.137";149;14.7369273285165;21.642496000534;8.78593996689783;804.71327014218;110.367298578199;11.5592417061611;41.5874697789197;298.405213270142;92.8080568720379;116.845971563981;252.758293838863;8.00312005174104;35.4553155763454;534.321121360453;27.2263033446542;4.66303317072267;22.563270207265;12.2447867416093;21.5308056736444
"st.138";150;14.7369273285165;21.642496000534;8.78593996689783;804.71327014218;110.367298578199;11.5592417061611;41.5874697789197;298.405213270142;92.8080568720379;116.845971563981;252.758293838863;8.00312005174104;35.4553155763454;534.321121360453;27.2263033446542;4.66303317072267;22.563270207265;12.2447867416093;21.5308056736444
"st.139";151;14.8093553759017;21.8739780569976;8.56446545079069;854.509433962264;140.066037735849;15.4764150943396;48.0247602462769;344.179245283019;89.0094339622642;122.971698113208;258.504716981132;7.55180821328793;33.3372980063816;551.951333963646;26.888207669528;4.24292452267881;22.6452831412261;12.0849842800284;21.7967767355577
"st.140";152;14.8093553759017;21.8739780569976;8.56446545079069;854.509433962264;140.066037735849;15.4764150943396;48.0247602462769;344.179245283019;89.0094339622642;122.971698113208;258.504716981132;7.55180821328793;33.3372980063816;551.951333963646;26.888207669528;4.24292452267881;22.6452831412261;12.0849842800284;21.7967767355577
"st.141";153;14.8093553759017;21.8739780569976;8.56446545079069;854.509433962264;140.066037735849;15.4764150943396;48.0247602462769;344.179245283019;89.0094339622642;122.971698113208;258.504716981132;7.55180821328793;33.3372980063816;551.951333963646;26.888207669528;4.24292452267881;22.6452831412261;12.0849842800284;21.7967767355577
"st.142";154;15.0196902730824;21.7836283033928;9.1809734749583;697.796460176991;108.681415929204;8.14159292035398;45.7737518074238;266.46017699115;71.9203539823009;94.7920353982301;220.420353982301;8.49351031379362;37.2822784491345;524.725193665091;27.7238938745144;4.96371683399234;22.7601771396873;12.6352507414016;21.7099557218298
"st.143";155;15.0196902730824;21.7836283033928;9.1809734749583;697.796460176991;108.681415929204;8.14159292035398;45.7737518074238;266.46017699115;71.9203539823009;94.7920353982301;220.420353982301;8.49351031379362;37.2822784491345;524.725193665091;27.7238938745144;4.96371683399234;22.7601771396873;12.6352507414016;21.7099557218298
"st.144";156;15.0196902730824;21.7836283033928;9.1809734749583;697.796460176991;108.681415929204;8.14159292035398;45.7737518074238;266.46017699115;71.9203539823009;94.7920353982301;220.420353982301;8.49351031379362;37.2822784491345;524.725193665091;27.7238938745144;4.96371683399234;22.7601771396873;12.6352507414016;21.7099557218298
"st.145";157;15.0118781179931;21.7298507215965;9.23565504918644;700.611940298507;108.388059701493;8.09950248756219;45.7200498248807;267.686567164179;72.0646766169154;94.9402985074627;222.064676616915;8.37707296058313;37.1155141194661;520.44298617994;27.5850746856993;5.048258722125;22.536816041861;12.680762865057;21.6403813433291
"st.146";158;15.0118781179931;21.7298507215965;9.23565504918644;700.611940298507;108.388059701493;8.09950248756219;45.7200498248807;267.686567164179;72.0646766169154;94.9402985074627;222.064676616915;8.37707296058313;37.1155141194661;520.44298617994;27.5850746856993;5.048258722125;22.536816041861;12.680762865057;21.6403813433291
"st.147";159;15.0118781179931;21.7298507215965;9.23565504918644;700.611940298507;108.388059701493;8.09950248756219;45.7200498248807;267.686567164179;72.0646766169154;94.9402985074627;222.064676616915;8.37707296058313;37.1155141194661;520.44298617994;27.5850746856993;5.048258722125;22.536816041861;12.680762865057;21.6403813433291
"st.148";160;14.7288105385935;22.4859448946439;7.77564101748996;620.888888888889;95.1396011396011;13.97150997151;38.1787876879048;219.438746438746;82.1196581196581;82.3076923076923;164.233618233618;9.3111348464618;35.9674000101551;606.227393604072;29.2276352993783;3.34358974671432;25.8840455166635;15.3534188093962;22.4856599987063
"st.149";161;14.7288105385935;22.4859448946439;7.77564101748996;620.888888888889;95.1396011396011;13.97150997151;38.1787876879048;219.438746438746;82.1196581196581;82.3076923076923;164.233618233618;9.3111348464618;35.9674000101551;606.227393604072;29.2276352993783;3.34358974671432;25.8840455166635;15.3534188093962;22.4856599987063
"st.150";162;14.7288105385935;22.4859448946439;7.77564101748996;620.888888888889;95.1396011396011;13.97150997151;38.1787876879048;219.438746438746;82.1196581196581;82.3076923076923;164.233618233618;9.3111348464618;35.9674000101551;606.227393604072;29.2276352993783;3.34358974671432;25.8840455166635;15.3534188093962;22.4856599987063
"st.151";163;14.9660144640052;22.4708694789721;8.25072461418484;617.704347826087;91.3869565217391;17.4130434782609;36.0599398405656;211.639130434783;86.1173913043478;86.1173913043478;180.747826086957;7.83260871638422;32.8709525398586;585.258369777514;28.0526087138964;4.25913045717322;23.7934783935547;11.7498550746752;22.4708694789721
"st.152";164;14.9660144640052;22.4708694789721;8.25072461418484;617.704347826087;91.3869565217391;17.4130434782609;36.0599398405656;211.639130434783;86.1173913043478;86.1173913043478;180.747826086957;7.83260871638422;32.8709525398586;585.258369777514;28.0526087138964;4.25913045717322;23.7934783935547;11.7498550746752;22.4708694789721
"st.153";165;14.9660144640052;22.4708694789721;8.25072461418484;617.704347826087;91.3869565217391;17.4130434782609;36.0599398405656;211.639130434783;86.1173913043478;86.1173913043478;180.747826086957;7.83260871638422;32.8709525398586;585.258369777514;28.0526087138964;4.25913045717322;23.7934783935547;11.7498550746752;22.4708694789721
"st.154";166;14.8549498866375;22.5488095677885;7.85269423534996;638.868421052632;96.3609022556391;18.718045112782;36.4966563891647;218.815789473684;89.687969924812;89.687969924812;185.718045112782;8.83596492172184;34.7119442932588;601.571961367041;28.6631579363256;3.23571429306403;25.427443733789;11.4677944721136;22.5488095677885
"st.155";167;14.8549498866375;22.5488095677885;7.85269423534996;638.868421052632;96.3609022556391;18.718045112782;36.4966563891647;218.815789473684;89.687969924812;89.687969924812;185.718045112782;8.83596492172184;34.7119442932588;601.571961367041;28.6631579363256;3.23571429306403;25.427443733789;11.4677944721136;22.5488095677885
"st.156";168;14.8549498866375;22.5488095677885;7.85269423534996;638.868421052632;96.3609022556391;18.718045112782;36.4966563891647;218.815789473684;89.687969924812;89.687969924812;185.718045112782;8.83596492172184;34.7119442932588;601.571961367041;28.6631579363256;3.23571429306403;25.427443733789;11.4677944721136;22.5488095677885
"st.157";169;15.2835658805315;22.7303876034049;8.64852715425713;575.451162790698;83.0976744186047;15.9209302325581;34.7089768165766;195.274418604651;81.5953488372093;81.5953488372093;168.497674418605;7.96170542739158;33.5034434385078;579.910194290516;28.4362789597622;4.71255812755851;23.7237207811932;12.090155100268;22.7303876034049
"st.158";170;15.2835658805315;22.7303876034049;8.64852715425713;575.451162790698;83.0976744186047;15.9209302325581;34.7089768165766;195.274418604651;81.5953488372093;81.5953488372093;168.497674418605;7.96170542739158;33.5034434385078;579.910194290516;28.4362789597622;4.71255812755851;23.7237207811932;12.090155100268;22.7303876034049
"st.159";171;15.2835658805315;22.7303876034049;8.64852715425713;575.451162790698;83.0976744186047;15.9209302325581;34.7089768165766;195.274418604651;81.5953488372093;81.5953488372093;168.497674418605;7.96170542739158;33.5034434385078;579.910194290516;28.4362789597622;4.71255812755851;23.7237207811932;12.090155100268;22.7303876034049
"st.160";172;14.8243641604381;22.1762383012887;8.28808566173875;568.361445783133;78.425702811245;15.3132530120482;33.2440263679229;190.89156626506;80.9558232931727;80.9558232931727;167.975903614458;8.08065595971533;34.0462136785668;572.115003961157;28.0465863086134;4.31927708545363;23.7273092078397;11.7155957202835;22.1762383012887
"st.161";173;14.8243641604381;22.1762383012887;8.28808566173875;568.361445783133;78.425702811245;15.3132530120482;33.2440263679229;190.89156626506;80.9558232931727;80.9558232931727;167.975903614458;8.08065595971533;34.0462136785668;572.115003961157;28.0465863086134;4.31927708545363;23.7273092078397;11.7155957202835;22.1762383012887
"st.162";174;14.8243641604381;22.1762383012887;8.28808566173875;568.361445783133;78.425702811245;15.3132530120482;33.2440263679229;190.89156626506;80.9558232931727;80.9558232931727;167.975903614458;8.08065595971533;34.0462136785668;572.115003961157;28.0465863086134;4.31927708545363;23.7273092078397;11.7155957202835;22.1762383012887
"st.163";175;14.8035053222898;22.1467592754061;8.27863754923382;568.742063492063;78.3809523809524;15.2698412698413;33.2594790685744;191.09126984127;80.9642857142857;80.9642857142857;168.281746031746;8.05595239571163;34.0002962294079;571.369481162419;28.0023809463259;4.31587298711141;23.6865079365079;11.7037036986578;22.1467592754061
"st.164";176;14.8035053222898;22.1467592754061;8.27863754923382;568.742063492063;78.3809523809524;15.2698412698413;33.2594790685744;191.09126984127;80.9642857142857;80.9642857142857;168.281746031746;8.05595239571163;34.0002962294079;571.369481162419;28.0023809463259;4.31587298711141;23.6865079365079;11.7037036986578;22.1467592754061
"st.165";177;14.8035053222898;22.1467592754061;8.27863754923382;568.742063492063;78.3809523809524;15.2698412698413;33.2594790685744;191.09126984127;80.9642857142857;80.9642857142857;168.281746031746;8.05595239571163;34.0002962294079;571.369481162419;28.0023809463259;4.31587298711141;23.6865079365079;11.7037036986578;22.1467592754061
